A_1,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,A_10,B_1,B_2,B_3,B_4,B_5,B_6,B_7,B_8,B_9,B_10
-0.2354,-0.3604,0.0763,0.3716,-0.0897,0.0039,-0.1749,-0.098,0.2348,0.4144,0.0473,0.1296,-0.2161,-0.0277,-0.1321,0.3843,-0.1616,-0.0056,-0.1892,-0.3195
