A_1,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,A_10,B_1,B_2,B_3,B_4,B_5,B_6,B_7,B_8,B_9,B_10
0.2074,-0.0591,-0.0372,-0.0841,0.073,-0.061,0.0657,-0.1578,-0.1763,-0.0645,-0.87,-0.0953,-0.0862,-0.0632,0.1345,-0.1741,-0.128,0.0889,0.0208,0.1446
